"code_mode","high_educ","imd_band","finRes","logSum_click","disabil","Wscal_score"
"AAA","A-Level","70-80%","Pass",5.23644196282995,"N",-0.676
"BBB","A-Level","40-50%",NA,6.1463292576689,"N",0.55
"BBB","Lower","30-40%",NA,6.89871453432999,"N",0.84
"BBB","Lower","30-40%","Pass",5.06259503302697,"N",-0.49
"AAA","A-Level","50-60%","Pass",8.97487117097134,"N",-0.47
"DDD","A-Level","90-100%","Pass",5.98141421125448,"N",-0.28
"BBB","A-Level","90-100%","Pass",6.11368217983223,"N",0.05
"FFF","A-Level","40-50%","Fail",8.05674377497531,"N",0.45
"BBB","A-Level","40-50%","Pass",7.06390396147207,"N",-0.65
"FFF","A-Level","30-40%",NA,8.50552538654856,"N",0.99
"DDD","Lower","30-40%","Fail",7.48436864328613,"N",0.4
"BBB","Lower","80-90%","Fail",5.82600010738045,"N",0.58
"AAA","A-Level","30-40%","Pass",7.26052259808985,"Y",0.465
"BBB","HE Qual","80-90%",NA,7.56320059235807,"N",0.92
"AAA","HE Qual","90-100%","Pass",7.48211892355212,"N",0.36
"AAA","A-Level","90-100%","Pass",6.76388490856244,"N",-0.7025
"AAA","A-Level","70-80%","Fail",7.70526247486633,"N",0.22
"FFF","A-Level","50-60%","Pass",8.20685642839965,"N",-0.2155
"BBB","A-Level","30-40%","Pass",6.28599809450886,"N",0.59
"AAA","A-Level","70-80%","Fail",7.00124562206948,"N",-0.15
"AAA","HE Qual","70-80%","Pass",7.40427911803727,"N",-0.29
"DDD","Lower","20-30%","Pass",7.80913539812054,"N",0.4
"FFF","A-Level","30-40%","Pass",8.93853164868069,"N",-0.33
"BBB","Lower","20-30%","Fail",5.6937321388027,"N",-0.7
"FFF","A-Level","40-50%","Pass",8.03915739047324,"N",0.03
"BBB","A-Level","90-100%","Pass",6.44094654063292,"N",0.58
"FFF","A-Level","30-40%","Fail",6.49223983502047,"Y",-2.09
"DDD","A-Level","30-40%",NA,6.31535800152233,"N",0.66
"EEE","A-Level","80-90%",NA,7.10987946307227,"N",1.14
"BBB","A-Level","80-90%","Pass",6.43133108193348,"N",0.4
"AAA",NA,"90-100%",NA,7.67461749736436,"N",0.752
"CCC","A-Level","80-90%","Pass",7.11151211649616,"N",0.68
"AAA","A-Level","30-40%","Pass",7.43602781635185,"N",0.31
"CCC",NA,"50-60%","Fail",6.02586597382531,"N",0.81
"FFF","Lower","40-50%","Pass",7.87245515006398,"N",0.61
"GGG","HE Qual","30-40%","Pass",6.35437004079735,"N",0.383
"FFF","HE Qual","30-40%","Pass",8.12474302038557,"N",-0.21
"CCC","Lower","30-40%","Fail",7.05531284333975,"N",-0.93
"BBB","Lower","50-60%","Pass",8.1744211526465,"N",0.04
"FFF","A-Level","60-70%","Pass",7.65633716643018,"N",0.63
"FFF","A-Level","30-40%","Pass",7.95331834656043,"Y",0.92
"BBB","A-Level","30-40%","Pass",7.94200680848986,"N",0.86
"BBB","A-Level","60-70%","Pass",6.98378996525813,"N",0.22
"BBB","Lower","40-50%","Fail",4.84418708645859,"N",-3.16
"EEE","Lower","90-100%",NA,7.81520706218909,"N",1.146
"GGG","Lower","20-30%",NA,6.38519439899773,"N",0.18
"AAA","A-Level","70-80%","Fail",7.42773884053289,"N",0.11
"DDD","HE Qual","80-90%","Pass",9.77018470522171,"N",0.86
"EEE","HE Qual","70-80%","Pass",6.60934924316738,"N",0.83
"GGG","Lower","30-40%","Pass",6.24804287450843,"N",-0.28
"BBB","Lower","40-50%","Pass",6.97634807044775,"N",0.05
"BBB","A-Level","30-40%",NA,6.79682371827486,"N",0.7
"BBB","HE Qual","30-40%","Pass",6.25958146406492,"N",0.26
"DDD","Lower","50-60%","Pass",8.04686951095958,"N",0.25
"BBB","A-Level","70-80%","Pass",6.92264389147589,"N",0.51
"DDD","Lower","30-40%","Pass",7.62070508683826,"N",-0.5
"AAA","HE Qual","80-90%","Pass",6.24416690066374,"N",0.48
"DDD","A-Level","40-50%","Fail",6.27287700654617,"N",0.04
"AAA","A-Level","70-80%","Pass",7.38087903556412,"N",0.4
"BBB","Lower","30-40%","Pass",6.1779441140506,"N",-0.61
"BBB","Lower","60-70%","Fail",3.2188758248682,"N",-3.25
"FFF","A-Level","70-80%","Pass",8.4986218058308,"N",0.23
"FFF","A-Level","30-40%","Pass",8.61323037961318,"N",0.39
"DDD","Lower","40-50%","Fail",7.02997291170639,"Y",-1.22
"GGG","Lower","50-60%","Fail",5.72031177660741,"Y",0.8675
"EEE","A-Level","50-60%","Pass",7.19893124068817,"Y",0.75
"FFF","Lower","20-30%","Pass",8.33134542484572,"N",0.58
"DDD","A-Level","90-100%","Fail",5.0998664278242,"N",-0.05
"CCC","A-Level","40-50%","Pass",5.68357976733868,"Y",-1.03
"FFF","Lower","30-40%","Fail",7.3356339819272,"N",-0.1
"AAA","A-Level","30-40%","Pass",7.5999019592085,"N",0.3455
"GGG","Lower","30-40%","Pass",6.44413125670044,"N",0.89
"DDD","A-Level","0-10%","Pass",7.34213173058472,"N",-0.28
"CCC","HE Qual","0-10%","Pass",6.98286275146894,"N",-0.56
"BBB","HE Qual","30-40%",NA,5.96100533962327,"N",0.13
"FFF","Lower","20-30%","Pass",7.97728198675515,"N",0.76
"CCC","HE Qual","60-70%","Pass",8.0375431851187,"N",-0.31
"FFF","A-Level","70-80%","Fail",5.14166355650266,"N",0.695
"GGG","Lower","30-40%","Pass",6.20657592672493,"N",0.27
"BBB","A-Level","0-10%","Fail",5.99146454710798,"N",0.08
"AAA","A-Level","20-30%","Pass",5.26785815906333,"N",-0.76
"BBB","A-Level","20-30%","Pass",6.8501261661455,"N",0.61
"FFF","Lower","40-50%","Fail",0.693147180559945,"Y",-2.7775
"GGG","Lower","0-10%","Pass",6.40687998606931,"Y",0.31
"AAA","A-Level","40-50%","Fail",6.24222326545517,"N",-0.53
"AAA","A-Level","70-80%",NA,7.4770384723197,"N",0.68
"GGG","Lower","60-70%","Fail",5.73979291217923,"N",0.27
"FFF","Lower","40-50%","Fail",7.06133436691044,"Y",-0.66
"FFF","HE Qual","30-40%","Pass",8.02878116248715,"N",0.63
"DDD","Lower","50-60%","Pass",8.94036723330517,"N",0.48
"GGG","Lower","30-40%","Pass",8.07184314960916,"N",-0.28
"CCC","HE Qual","40-50%","Pass",7.28550654852279,"N",0.6
"FFF","Lower","70-80%","Fail",5.93224518744801,"N",-0.33
"AAA","A-Level","20-30%","Pass",8.8768237631806,"N",0.46
"DDD","A-Level","30-40%","Pass",6.06378520868761,"N",-0.17
"FFF","A-Level","20-30%","Pass",8.70665585636156,"N",0.875
"BBB","Lower","0-10%","Fail",6.35610766069589,"N",-0.11
"FFF","Lower","30-40%","Fail",1.09861228866811,"N",-3.25
"AAA","HE Qual","70-80%","Pass",5.94542060860658,"N",0.2
"GGG","A-Level","40-50%","Fail",3.36729582998647,"Y",-3.25
"FFF","A-Level","80-90%","Pass",7.01929665371504,"N",0.55
"AAA","A-Level","50-60%","Pass",8.1758290087146,"N",0.24
"FFF","HE Qual","40-50%","Fail",4.9416424226093,"N",-2.247
"FFF","A-Level","30-40%",NA,8.39434736141739,"N",1.114
"BBB","A-Level","70-80%","Fail",5.47646355193151,"N",0.57
"DDD","HE Qual","70-80%","Pass",6.50428817353665,"N",0.21
"EEE","Lower","50-60%","Pass",6.69579891705849,"N",-0.73
"FFF","Lower","20-30%","Pass",8.58597270681106,"N",0.71
"AAA","A-Level","70-80%","Fail",4.99043258677874,"N",-0.29
"BBB","Lower","30-40%","Fail",3.73766961828337,"N",-0.93
"BBB","Lower","0-10%","Fail",5.77144112313002,"Y",0.78
"AAA","A-Level","70-80%","Pass",7.15305163493748,"Y",0.33
"DDD","A-Level","0-10%","Pass",4.969813299576,"N",-0.16
"FFF","A-Level","80-90%",NA,7.43955930913332,"N",0.88
"EEE","Lower","70-80%","Pass",7.7698009960039,"N",0.97
"GGG","A-Level","20-30%","Pass",7.30451594646016,"N",0.59
"FFF","A-Level","70-80%","Pass",7.5847730776122,"Y",0.47
"FFF","HE Qual","50-60%","Pass",7.58324752430336,"Y",0.309
"BBB","A-Level","60-70%","Pass",7.32251043399739,"N",0.28
"FFF","A-Level","20-30%","Fail",7.30182234213793,"N",-0.06
"BBB","HE Qual","80-90%","Fail",3.98898404656427,"N",0.769999999999999
"AAA","A-Level","50-60%","Pass",6.89568269774787,"N",-0.546
"EEE","A-Level","80-90%","Pass",7.90137735379262,"N",-0.15
"CCC","A-Level","0-10%","Pass",8.57678198282789,"N",-0.41
"AAA","A-Level","90-100%","Pass",7.1074254741107,"N",0.44
"BBB","Lower","80-90%","Pass",6.51025834052315,"N",0.34
"GGG","Lower","70-80%","Fail",6.92657703322272,"N",0.85
"AAA","A-Level","80-90%","Pass",4.97673374242057,"N",-0.8
"BBB","Lower","90-100%","Pass",5.04985600724954,"N",0.32
"AAA","A-Level","30-40%","Pass",7.9168074909376,"N",-0.35
"DDD","A-Level","50-60%","Fail",6.05443934626937,"N",0.258
"BBB","Lower","20-30%","Pass",6.28599809450886,"Y",0.48
"AAA","HE Qual","30-40%","Pass",6.98656645940643,"N",0.49
"DDD","Lower","20-30%","Fail",5.58724865840025,"Y",-0.85
"BBB","Lower","30-40%","Fail",0,"N",-3.25
"FFF","Lower","70-80%","Fail",7.30720231476474,"N",0.1
"DDD","HE Qual","30-40%","Fail",6.14203740558736,"N",0.05
"BBB","HE Qual","50-60%","Pass",5.44241771052179,"N",0.55
"FFF","A-Level","30-40%","Fail",6.39024066706535,"N",0.59
"FFF","A-Level","30-40%",NA,8.69299353121993,"N",0.86
"AAA","A-Level","70-80%","Pass",7.29776828253138,"N",-0.47
"DDD","HE Qual","90-100%","Fail",5.5683445037611,"N",-2.31
"EEE","Lower","80-90%","Pass",6.97914527506881,"N",0.83
"DDD","Lower","70-80%","Fail",5.91620206260743,"N",-0.74
"BBB","A-Level","90-100%","Fail",6.17378610390194,"N",0.39
"FFF","A-Level","0-10%","Pass",8.02617019494643,"N",-0.05
"BBB","Lower","30-40%","Fail",3.73766961828337,"N",-3.25
"DDD","A-Level","20-30%","Fail",5.6021188208797,"N",-1.01
"GGG","None","20-30%","Fail",0,"N",-3.25
"DDD","Lower","60-70%","Fail",6.13339804299665,"N",-0.4
"BBB","A-Level","30-40%",NA,7.31920245876785,"N",-0.02
"GGG","A-Level","50-60%","Pass",6.26149168432104,"N",0.49
"BBB","Lower","30-40%","Fail",4.74493212836325,"N",-3.16
"CCC","HE Qual","20-30%","Fail",5.59098698051086,"N",-0.63
"CCC","HE Qual","20-30%","Fail",7.06902342657826,"N",-1.36
"FFF","A-Level","30-40%","Fail",5.77765232322266,"N",-0.38
"CCC","HE Qual","70-80%","Pass",7.09007683577609,"N",-0.12
"AAA","A-Level","90-100%","Pass",6.3297209055227,"N",-0.2
"BBB","Lower","40-50%","Pass",5.24174701505964,"N",0.13
"DDD","HE Qual","50-60%","Pass",8.72923534965927,"N",0.958
"BBB","Lower","90-100%","Pass",6.04263283368238,"N",0.09
"BBB","Lower","0-10%","Pass",6.55393340402581,"N",0.08
"DDD","None","20-30%","Fail",6.65672652417839,"N",-1.3
"FFF","A-Level","30-40%","Pass",7.89095671613892,"N",-0.14
"FFF","Lower","40-50%","Fail",8.04076899436758,"N",-0.2
"CCC","Lower","50-60%","Fail",7.0604763659998,"N",-0.83
"AAA","A-Level","40-50%","Pass",7.75790620835175,"N",0.26
"FFF","Lower","30-40%","Pass",7.78197323443438,"N",0.58
"CCC","HE Qual","40-50%","Pass",6.9177056098353,"N",0.59
"BBB","Lower","50-60%","Pass",6.03548143252476,"N",0.45
"EEE","Lower","20-30%","Pass",7.37713371283395,"N",0.5
"GGG","Lower","40-50%","Pass",6.56244409369372,"Y",0.62
"AAA","A-Level","50-60%","Pass",7.06390396147207,"N",-0.21
"CCC","Lower","80-90%","Fail",6.27664348934164,"N",-0.33
"BBB","A-Level","90-100%","Pass",5.80513496891649,"N",0.92
"CCC","HE Qual","80-90%","Pass",7.79688034278352,"N",0.76
"AAA","A-Level","70-80%","Fail",4.72738781871234,"N",-2.43
"EEE","A-Level","80-90%",NA,8.25868149626424,"N",1.08
"CCC","A-Level","50-60%","Pass",6.21260609575152,"N",0.31
"BBB","HE Qual","30-40%","Fail",5.58724865840025,"N",-0.35
"AAA","A-Level","60-70%","Pass",7.71020519443253,"N",-0.51
"CCC","A-Level","30-40%","Fail",6.91968384984741,"N",-2.64
"BBB","Lower","20-30%","Fail",4.29045944114839,"N",-0.11
"FFF","HE Qual","30-40%","Pass",6.95939851213398,"N",0.69
"AAA",NA,"90-100%",NA,9.46366389179152,"N",0.788
"FFF","A-Level","30-40%","Pass",7.47929963778283,"N",0.24
"DDD","A-Level","70-80%","Pass",7.03085747611612,"N",0.42
"AAA","A-Level","90-100%","Pass",5.64190707093811,"N",-0.39
"CCC","Lower","80-90%","Fail",2.39789527279837,"N",-2.282
"FFF","HE Qual","80-90%","Pass",7.13727843726039,"N",-0.11
"FFF","Lower","20-30%","Fail",6.76734312526539,"Y",-0.52
"FFF","A-Level","80-90%","Pass",8.20603776277881,"N",0.33
"BBB","A-Level","70-80%","Pass",5.21493575760899,"N",-0.1
"EEE","A-Level","50-60%","Pass",7.55328660560042,"N",0.75
"DDD","HE Qual","60-70%","Pass",8.82511897034506,"N",0.73
"FFF","Lower","30-40%","Fail",8.25712628599743,"N",0.7525
"FFF","A-Level","90-100%","Pass",7.56527528189893,"N",0.74
"BBB","A-Level","40-50%",NA,6.58617165485467,"N",1.1065
"GGG","A-Level","30-40%",NA,6.1527326947041,"N",0.86
"AAA","HE Qual","80-90%","Pass",8.84879645092595,"N",0.48
"FFF","Lower","60-70%",NA,8.2960476427647,"N",0.8
"BBB","A-Level","20-30%","Pass",6.98933526597456,"N",-0.32
"FFF","HE Qual","30-40%","Pass",8.21066803116298,"N",0.31
"FFF","Lower","30-40%","Pass",7.46393660446893,"N",0.22
"BBB","A-Level","70-80%","Pass",6.01615715969835,"N",-0.535
"FFF","Lower","30-40%","Pass",8.37262974022488,"N",0.42
"BBB","Lower","0-10%","Pass",6.5510803350434,"N",0.27
"CCC","A-Level","60-70%","Pass",7.16703787691222,"N",-0.13
"FFF","HE Qual","90-100%","Pass",8.22790983759748,"N",0.9
"AAA","A-Level","0-10%","Pass",7.26961674960817,"N",-0.08
"DDD","A-Level","50-60%","Fail",3.63758615972639,"N",-3.25
"BBB","A-Level","20-30%",NA,6.60394382460047,"N",0.62
"BBB","A-Level","40-50%","Pass",6.66949808985788,"N",0.71
"DDD","A-Level","50-60%","Pass",6.57646956904822,"N",-0.17
"CCC","HE Qual","30-40%","Pass",7.33171496972647,"N",0.46
"DDD","A-Level","60-70%","Pass",7.46965417293213,"N",0.44
"AAA","A-Level","90-100%",NA,8.42836197770962,"N",0.555
"FFF","Lower","70-80%","Pass",7.34083555412327,"N",-0.39
"FFF","A-Level","80-90%",NA,8.53188474015923,"N",0.93
"FFF","A-Level","30-40%","Pass",8.48899945704546,"Y",-0.2
"DDD","Lower","30-40%","Fail",6.04500531403601,"N",-0.93
"FFF","A-Level","0-10%","Pass",8.62047154086974,"N",0.22
"CCC","Lower","0-10%","Fail",5.39816270151775,"Y",0.208
"BBB","A-Level","70-80%","Pass",8.04012466444838,"Y",0.9475
"FFF","A-Level","20-30%",NA,7.51752085060303,"N",0.52
"CCC","A-Level","30-40%","Pass",5.85220247977447,"N",-0.81
"FFF","A-Level","40-50%","Pass",7.67786350067821,"N",0.59
"CCC","HE Qual","50-60%",NA,8.70781355102489,"N",1.293
"DDD","HE Qual","90-100%","Pass",7.44658509915773,"N",0.38
"FFF","Lower","0-10%","Fail",6.86797440897029,"N",0.05
"FFF","HE Qual","30-40%",NA,8.57395152523485,"N",0.81
"BBB","A-Level","30-40%","Pass",7.78197323443438,"N",0.57
"DDD","A-Level","50-60%","Pass",6.69826805411541,"N",-0.875
"FFF","A-Level","30-40%",NA,8.05452260953729,"N",0.576
"GGG","Lower","90-100%","Fail",3.76120011569356,"Y",-1.349
"CCC","A-Level","90-100%","Fail",8.31164394850298,"N",-0.82
"BBB","A-Level","20-30%","Pass",7.48829351515943,"N",0.44
"FFF","A-Level","30-40%","Pass",8.02059914989697,"Y",0.37
"BBB","Lower","20-30%","Fail",5.94017125272043,"N",-0.52
"FFF","Lower","50-60%","Pass",8.56560233062392,"N",0.28
"FFF","A-Level","70-80%","Fail",8.5657928612523,"N",0.64
"BBB","A-Level","30-40%","Fail",6.20050917404269,"N",0.24
"FFF","HE Qual","90-100%",NA,8.60739945930239,"N",0.8
"EEE","Lower","30-40%","Pass",7.63385355968177,"N",0.71
"DDD","Lower","0-10%","Pass",6.86171134048073,"N",0.03
"BBB","Lower","70-80%","Pass",6.01126717440416,"N",0.38
"EEE","Lower","80-90%","Fail",4.54329478227,"N",-1.11
"BBB","A-Level","40-50%","Pass",6.48920493132532,"N",0.8
"DDD","HE Qual","80-90%","Pass",6.70808408385307,"N",0.77
"AAA","HE Qual","80-90%","Pass",7.15617663748062,"N",-0.17
"DDD","Lower","50-60%","Fail",5.64190707093811,"N",-0.56
"FFF","A-Level","30-40%","Pass",9.12434665880921,"N",-0.33
"AAA","A-Level","50-60%","Pass",8.79330862749655,"N",0.37
"FFF","A-Level","50-60%","Pass",8.0684029585697,"N",0.41
"BBB",NA,"90-100%",NA,6.34388043412633,"N",0.795
"GGG","Lower","0-10%",NA,6.06378520868761,"N",0.54
"FFF","A-Level","50-60%","Fail",8.10440130792161,"N",-0.41
"FFF","Lower","30-40%","Pass",8.29154650988391,"N",0.45
"BBB","A-Level","30-40%","Fail",5.25749537202778,"N",0.26
"BBB","A-Level","40-50%","Pass",6.0913098820777,"N",0.3
"FFF","A-Level","90-100%","Pass",8.2776661608515,"N",0.73
"DDD","HE Qual","20-30%","Pass",7.19518732017871,"N",0.5
"BBB","Lower","20-30%","Pass",4.77912349311153,"N",0.59
"FFF","A-Level","30-40%",NA,8.9219914105367,"N",1.01
"FFF","Lower","50-60%","Fail",7.6889133368648,"N",0.25
"BBB","Lower","20-30%","Fail",5.01727983681492,"N",-0.44
"FFF","A-Level","20-30%","Pass",7.42177579364465,"N",0.08
"DDD","Lower","30-40%","Fail",3.61091791264422,"N",-3.25
"FFF","HE Qual","80-90%",NA,8.58466490653125,"N",0.678
"BBB","Lower","90-100%","Pass",6.76503897678054,"N",0.27
"FFF","Lower","20-30%","Fail",0,"N",-3.25
"DDD","A-Level","90-100%","Pass",6.76503897678054,"N",-0.8655
"FFF","Lower","20-30%","Pass",7.29979736675816,"N",-0.2915
"BBB","Lower","40-50%","Pass",5.82894561761021,"N",0.62
"BBB","Lower","30-40%","Fail",0,"N",-3.25
"BBB","A-Level","0-10%","Pass",6.3919171133926,"Y",0.62
"BBB","Lower","40-50%","Pass",5.47227067367148,"N",-0.18
"DDD","A-Level","20-30%","Pass",6.34212141872115,"N",0.19
"DDD","Lower","90-100%","Fail",5.51745289646471,"N",-1.01
"DDD","Lower","30-40%","Pass",6.8351845861473,"N",-0.36
"AAA","HE Qual","90-100%","Pass",9.21870528830781,"N",0.46
"DDD","A-Level","90-100%","Fail",5.20948615284142,"N",-0.36
"FFF","Lower","30-40%","Fail",7.81923445385907,"N",-0.04
"DDD","HE Qual","30-40%","Pass",8.18590748148232,"N",0.29
"BBB","Lower","70-80%","Fail",5.35658627467201,"N",-0.44
"BBB","A-Level","40-50%","Pass",6.85751406254539,"N",0.2
"BBB","A-Level","30-40%","Fail",3.25809653802148,"Y",-3.16
"CCC","Lower","70-80%","Pass",7.56941179245071,"N",0.68
"BBB","A-Level","90-100%","Fail",0,"N",-3.25
"CCC","HE Qual","30-40%","Fail",5.59098698051086,"N",0.5
"FFF",NA,"30-40%","Pass",8.25894046298846,"N",0.58
"BBB","HE Qual","60-70%","Pass",5.4249500174814,"N",0.61
"DDD","A-Level","80-90%","Fail",5.66296048013595,"N",-0.75
"AAA","A-Level","30-40%","Pass",7.66949525100769,"N",0.22
"FFF","HE Qual","50-60%","Pass",7.70796153183549,"N",-0.01
"BBB","A-Level","30-40%","Pass",6.53958595561767,"N",0.36
"DDD","Lower","60-70%","Pass",7.09837563859079,"N",0.21
"FFF","A-Level","80-90%","Pass",8.44827174594982,"Y",0.676
"BBB","A-Level","30-40%","Fail",0,"N",-3.25
"GGG","Lower","50-60%",NA,6.15060276844628,"N",0.58
"FFF","A-Level","70-80%","Pass",8.15908865466791,"N",-0.02
"AAA","HE Qual","40-50%","Pass",7.55066124310534,"N",0.46
"AAA","A-Level","30-40%","Pass",7.58171964012531,"N",-0.58
"GGG","A-Level","0-10%","Pass",5.98896141688986,"N",0.28
"EEE","A-Level","0-10%","Pass",7.53476265703754,"N",-0.513
"AAA","A-Level","90-100%","Pass",4.89783979995091,"N",-0.42
"FFF","Lower","70-80%","Fail",7.51043055637801,"N",-0.77
"EEE","A-Level","30-40%","Pass",7.69439280262942,"N",0.48
"DDD","A-Level","40-50%","Fail",6.11368217983223,"N",0.61
"FFF","HE Qual","30-40%","Pass",8.11581970121133,"N",0.86
"FFF","Lower","30-40%","Fail",7.87891291229713,"N",0.05
"DDD","A-Level","40-50%","Pass",7.61085279039525,"N",0.15
"GGG","A-Level","50-60%",NA,5.605802066296,"N",0.15
"BBB","Lower","0-10%","Pass",6.37672694789863,"N",0.39
"FFF","A-Level","70-80%","Pass",7.07411681619736,"N",-0.19
"DDD","HE Qual","40-50%",NA,7.40853056689463,"N",0.98
"BBB","A-Level","90-100%","Pass",7.29233717617388,"N",0.48
"FFF","Lower","0-10%","Pass",7.85205020726589,"N",-0.329
"BBB","A-Level","50-60%",NA,4.80402104473326,"N",0.55
"FFF","A-Level","80-90%","Fail",6.10479323241498,"N",0.6
"DDD","A-Level","20-30%","Fail",7.614312146452,"N",-0.73
"BBB","A-Level","70-80%","Pass",6.15909538849193,"N",0.27
"DDD","Lower","0-10%","Fail",3.97029191355212,"N",-2.18
"DDD","A-Level","30-40%","Fail",6.06610809010375,"N",-1.27
"FFF","HE Qual","30-40%","Pass",7.89133075766189,"N",-0.15
"BBB","Lower","0-10%","Pass",6.46302945692067,"N",-0.02
"BBB","Lower","70-80%","Pass",7.04925484125584,"Y",0.77
"GGG","Lower","20-30%","Fail",3.73766961828337,"N",-3.25
"BBB","A-Level","0-10%","Fail",4.70953020131233,"N",-0.29
"BBB","HE Qual","80-90%",NA,7.53262361878879,"N",0.49
"DDD","A-Level","90-100%","Fail",7.22693601849329,"N",-0.68
"CCC","HE Qual","50-60%","Pass",7.04228617193974,"N",1.08
"BBB","A-Level","60-70%","Fail",5.30826769740121,"N",0.21
"DDD","Lower","50-60%","Fail",6.12029741895095,"N",-0.91
"FFF","A-Level","30-40%","Pass",7.01750614294126,"N",0.48
"BBB","Lower","20-30%","Pass",4.95582705760126,"N",-0.2
"FFF","HE Qual","30-40%","Pass",8.57243866564222,"Y",-0.132
"BBB","A-Level","90-100%","Pass",0,"N",-0.34
"AAA","A-Level","30-40%","Pass",7.80180040190897,"N",-0.66
"CCC","Lower","0-10%","Fail",7.05531284333975,"Y",-0.26
"DDD","A-Level","30-40%","Pass",9.07004328643746,"N",-0.04
"CCC","A-Level","60-70%","Fail",5.28826703069454,"N",-1.11
"FFF","Lower","30-40%","Pass",7.78572089653462,"N",0.22
"CCC","Lower","60-70%","Fail",3.29583686600433,"N",-3.25
"FFF","HE Qual","70-80%","Fail",7.04577657687951,"N",-0.21
"EEE","A-Level","20-30%","Pass",7.14124512235049,"N",0.47
"EEE","A-Level","90-100%","Pass",8.00936307663004,"N",0.99
"BBB","HE Qual","70-80%","Fail",5.94542060860658,"N",0.08
"BBB","HE Qual","50-60%",NA,6.50727771238501,"N",0.574
"BBB","HE Qual","20-30%","Pass",6.14418563412565,"N",0.63
"BBB","Lower","80-90%","Fail",5.72358510195238,"N",0.37
"EEE",NA,"20-30%",NA,8.09132127353041,"N",0.85
"FFF","Lower","30-40%","Fail",1.09861228866811,"N",-0.19
"AAA","A-Level","30-40%","Fail",6.19031540585315,"Y",-0.9275
"CCC","Lower","30-40%","Pass",9.46016480187172,"N",0.33
"DDD","Lower","50-60%","Fail",7.0057890192535,"N",-0.99
"BBB","A-Level","80-90%","Pass",6.66440902035041,"N",0.902
"FFF","A-Level","50-60%","Pass",7.44483327389219,"N",0.52
"DDD","Lower","0-10%","Fail",5.2257466737132,"N",-2.43
"DDD","A-Level","90-100%","Pass",7.16472037877186,"N",0.26
"GGG","Lower","40-50%","Pass",7.28344822875663,"Y",0.59
"FFF","Lower","80-90%","Pass",7.94413749111411,"N",-0.01
"FFF","HE Qual","90-100%","Fail",8.09315669772264,"N",-0.74
"CCC","Lower","30-40%","Pass",6.26339826259162,"N",0.82
"AAA","Lower","50-60%","Pass",6.95081476844258,"N",-0.49
"GGG","Lower","90-100%","Pass",6.70073110954781,"N",0.29
"CCC","A-Level","30-40%","Fail",6.34388043412633,"N",-0.87
"BBB","A-Level","30-40%","Pass",7.18387071506245,"N",-0.81
"FFF","A-Level","60-70%","Pass",7.09672137849476,"Y",-0.24
"FFF","Lower","30-40%","Fail",6.96413561241824,"N",-0.49
"BBB","Lower","0-10%","Pass",3.63758615972639,"N",-0.786
"DDD","Lower","90-100%","Pass",6.83733281468559,"N",0.22
"DDD","A-Level","70-80%","Pass",7.14834574390007,"N",0.03
"FFF","A-Level","0-10%","Fail",8.64400203827993,"N",-0.8
"DDD","A-Level","30-40%","Fail",2.07944154167984,"N",-3.25
"BBB","A-Level","20-30%","Pass",6.05443934626937,"N",0.57
"AAA","HE Qual","90-100%",NA,8.79315687091382,"N",0.639
"DDD","HE Qual","30-40%","Pass",7.59839932932396,"N",0.85
"FFF","A-Level","40-50%","Pass",7.98922140881528,"N",0.26
"FFF","Lower","60-70%","Pass",8.32530602975258,"N",-0.2
"BBB","A-Level","20-30%","Pass",7.06561336359772,"N",0.65
"FFF","A-Level","80-90%","Pass",8.65154924391532,"N",0.59
"FFF","HE Qual","90-100%","Fail",6.25575004175337,"N",0.26
"DDD","A-Level","30-40%","Pass",7.24351297466548,"N",-0.12
"DDD","Lower","70-80%","Pass",8.46189187563115,"N",0.75
"FFF","Lower","30-40%","Fail",5.12989871492307,"N",0.7525
"GGG","Lower","80-90%",NA,6.42486902390539,"N",0.82
"DDD","Lower","30-40%","Fail",6.85856503479136,"N",-1.09
"AAA","A-Level","60-70%","Pass",7.4121603349452,"N",0.18
"AAA","A-Level","60-70%","Pass",7.4079243225596,"N",0.54
"EEE","HE Qual","50-60%","Pass",7.90544164906029,"N",1.09
"AAA","A-Level","20-30%","Pass",5.71042701737487,"N",-0.21
"BBB","Lower","30-40%","Fail",5.87211778947542,"N",-0.93
"DDD","Lower","70-80%","Fail",1.38629436111989,"N",-3.25
"DDD","A-Level","20-30%","Pass",6.44888939414686,"N",0.4
"AAA","HE Qual","80-90%","Pass",6.47543271670409,"N",0.18
"EEE","Lower","80-90%","Pass",7.91717198884578,"N",0.39
"EEE","A-Level","90-100%","Pass",6.41017488196617,"N",-0.13
"FFF","A-Level","50-60%","Fail",6.59167373200866,"N",0.43
"DDD","A-Level","20-30%","Fail",0,"N",-3.25
"FFF","Lower","80-90%","Fail",8.14351740579748,"N",-0.04
"DDD","A-Level","40-50%","Pass",6.92362862813843,"Y",-0.04
"EEE","A-Level","0-10%","Fail",7.39264752072162,"N",0.13
"FFF","A-Level","20-30%","Pass",7.94236223767433,"N",0.59
"BBB","A-Level","70-80%","Pass",5.82600010738045,"N",0.69
"DDD","A-Level","30-40%","Pass",6.9037472575846,"N",0.55
"FFF","Lower","30-40%","Fail",7.68202151082687,"N",-1.01
"EEE","A-Level","30-40%","Pass",7.0604763659998,"N",0.3
"FFF","Lower","0-10%","Fail",8.21202580462344,"Y",-1.05
