"id_stud","code_mode.x","code_pres.x","gender","region","highest_education","imd_band","age_band","num_of_prev_attempts","studied_credits","disability","final_result","code_mode.y","code_pres.y","date_reg","date_unregistration","sum_click"
236620,"CCC","2014B","M","South Region","A Level or Equivalent","30-40%","35-55",0,60,"N","Pass","DDD","2013B","-108","?",5424
236620,"DDD","2013B","M","South Region","A Level or Equivalent","30-40%","35-55",0,60,"N","Pass","DDD","2013B","-108","?",5424
236620,"DDD","2013B","M","South Region","A Level or Equivalent","30-40%","35-55",0,60,"N","Pass","CCC","2014B","-241","?",5424
236620,"CCC","2014B","M","South Region","A Level or Equivalent","30-40%","35-55",0,60,"N","Pass","CCC","2014B","-241","?",5424
236844,"FFF","2013B","M","North Western Region","A Level or Equivalent","50-60%","35-55",0,60,"N","Pass","FFF","2013B","-71","?",1607
236848,"GGG","2013J","F","South Region","A Level or Equivalent","50-60%","0-35",0,30,"N","Fail","GGG","2013J","-75","?",NA
236857,"DDD","2013J","M","North Western Region","Lower Than A Level","70-80%","0-35",0,120,"N","Pass","DDD","2013J","-40","?",699
236875,"AAA","2014J","M","West Midlands Region","A Level or Equivalent","40-50%","0-35",0,60,"N","Pass","AAA","2014J","-20","?",201
236953,"DDD","2013J","F","South East Region","A Level or Equivalent","80-90%","0-35",2,60,"N","Pass","DDD","2013J","-39","?",1517
237182,"FFF","2014B","M","East Anglian Region","Lower Than A Level","60-70%","0-35",1,90,"N","Fail","FFF","2014B","-46","?",1017
237274,"AAA","2014J","M","Yorkshire Region","A Level or Equivalent","20-Oct","0-35",0,60,"N","Pass","AAA","2014J","-155","?",2025
237304,"BBB","2013B","M","North Region","A Level or Equivalent","0-10%","0-35",0,60,"N","Fail","BBB","2013B","-17","?",211
237401,"FFF","2013B","M","London Region","A Level or Equivalent","20-30%","35-55",0,60,"N","Pass","FFF","2013B","-87","?",2493
237506,"DDD","2013J","M","North Western Region","Lower Than A Level","60-70%","0-35",0,60,"N","Fail","DDD","2013J","-73","?",51
237602,"DDD","2013J","F","South East Region","Lower Than A Level","20-Oct","0-35",1,60,"N","Pass","DDD","2013J","-38","?",1212
237808,"DDD","2013J","M","East Anglian Region","Lower Than A Level","90-100%","35-55",0,60,"N","Fail","DDD","2013J","-40","?",353
237891,"FFF","2014J","M","Scotland","A Level or Equivalent","50-60%","0-35",1,120,"N","Pass","FFF","2014J","-37","?",2100
237913,"BBB","2014J","F","North Western Region","A Level or Equivalent","20-30%","0-35",2,60,"N","Pass","BBB","2013B","-12","?",3540
237913,"BBB","2013B","F","North Western Region","A Level or Equivalent","20-30%","0-35",1,60,"N","Fail","BBB","2013B","-12","?",3540
237913,"BBB","2013B","F","North Western Region","A Level or Equivalent","20-30%","0-35",1,60,"N","Fail","BBB","2014J","-87","?",3540
237913,"BBB","2014J","F","North Western Region","A Level or Equivalent","20-30%","0-35",2,60,"N","Pass","BBB","2014J","-87","?",3540
237921,"GGG","2014J","F","London Region","Lower Than A Level","50-60%","35-55",0,30,"N","Distinction","GGG","2014J","-22","?",2431
237934,"EEE","2014B","M","Scotland","HE Qualification","80-90%","0-35",0,60,"N","Fail","EEE","2014B","-12","?",201
237934,"CCC","2014B","M","Scotland","HE Qualification","80-90%","0-35",0,60,"N","Fail","EEE","2014B","-12","?",201
237934,"CCC","2014B","M","Scotland","HE Qualification","80-90%","0-35",0,60,"N","Fail","CCC","2014B","-12","?",201
237934,"EEE","2014B","M","Scotland","HE Qualification","80-90%","0-35",0,60,"N","Fail","CCC","2014B","-12","?",201
237953,"FFF","2013B","M","East Midlands Region","Lower Than A Level","60-70%","35-55",0,90,"N","Pass","FFF","2013B","-77","?",1204
238007,"AAA","2013J","M","South Region","HE Qualification","90-100%","55<=",0,60,"N","Pass","AAA","2013J","-151","?",1935
238144,"BBB","2014J","F","Wales","A Level or Equivalent","40-50%","35-55",3,60,"N","Fail","BBB","2014J","-42","?",733
238150,"FFF","2013J","M","Scotland","A Level or Equivalent","80-90%","35-55",0,60,"N","Pass","FFF","2013J","-61","?",10605
238249,"EEE","2013J","M","East Anglian Region","A Level or Equivalent","50-60%","0-35",0,30,"N","Fail","EEE","2013J","-106","?",NA
238800,"DDD","2013J","M","East Midlands Region","A Level or Equivalent","50-60%","0-35",0,60,"N","Fail","DDD","2013J","-58","?",279
238901,"FFF","2013B","M","East Midlands Region","Lower Than A Level","40-50%","0-35",0,60,"Y","Fail","FFF","2013B","-28","?",2603
238983,"DDD","2013J","F","West Midlands Region","A Level or Equivalent","20-30%","0-35",2,90,"Y","Pass","DDD","2013J","-36","?",2978
239095,"GGG","2013J","F","Yorkshire Region","HE Qualification","0-10%","35-55",0,30,"N","Pass","GGG","2013J","-75","?",553
239345,"FFF","2014B","M","South Region","HE Qualification","60-70%","35-55",0,60,"N","Pass","FFF","2014B","-17","?",3436
239459,"DDD","2014B","F","East Midlands Region","A Level or Equivalent","80-90%","35-55",0,60,"N","Pass","DDD","2014B","-29","?",2330
239540,"FFF","2013B","M","East Anglian Region","A Level or Equivalent","80-90%","0-35",0,60,"N","Pass","FFF","2013B","-16","?",3119
239748,"FFF","2013B","M","South East Region","Lower Than A Level","30-40%","0-35",0,120,"N","Fail","FFF","2013B","-169","?",592
239751,"GGG","2014J","F","East Midlands Region","Lower Than A Level","20-Oct","35-55",1,30,"N","Pass","GGG","2014J","-15","?",994
239908,"EEE","2014J","M","South Region","A Level or Equivalent","70-80%","0-35",0,150,"N","Pass","EEE","2014J","-89","?",806
240024,"FFF","2013B","M","West Midlands Region","Lower Than A Level","0-10%","0-35",0,90,"N","Pass","FFF","2013B","-22","?",2703
240186,"DDD","2014J","F","Scotland","HE Qualification","20-30%","0-35",0,80,"N","Pass","DDD","2014J","-15","?",917
240236,"DDD","2014J","F","West Midlands Region","A Level or Equivalent","0-10%","0-35",3,60,"Y","Fail","DDD","2014J","-65","?",1066
240486,"DDD","2014B","M","South Region","A Level or Equivalent","80-90%","35-55",0,60,"N","Pass","CCC","2014J","-61","?",3906
240486,"CCC","2014J","M","South Region","A Level or Equivalent","80-90%","35-55",0,60,"N","Fail","CCC","2014J","-61","?",3906
240486,"DDD","2014B","M","South Region","A Level or Equivalent","80-90%","35-55",0,60,"N","Pass","DDD","2014B","-144","?",3906
240486,"CCC","2014J","M","South Region","A Level or Equivalent","80-90%","35-55",0,60,"N","Fail","DDD","2014B","-144","?",3906
240641,"DDD","2013J","F","North Region","A Level or Equivalent","?","0-35",0,60,"N","Pass","DDD","2013J","-75","?",950
240712,"AAA","2013J","M","London Region","HE Qualification","80-90%","0-35",0,80,"N","Pass","AAA","2013J","-45","?",321
240755,"DDD","2014B","M","London Region","A Level or Equivalent","90-100%","0-35",1,120,"N","Distinction","DDD","2013B","-23","206",668
240755,"DDD","2014B","M","London Region","A Level or Equivalent","90-100%","0-35",1,120,"N","Distinction","DDD","2014B","-67","?",668
240884,"AAA","2013J","M","South Region","A Level or Equivalent","90-100%","0-35",0,120,"N","Pass","AAA","2013J","-47","?",427
240936,"DDD","2013B","M","South East Region","A Level or Equivalent","80-90%","0-35",1,90,"N","Fail","DDD","2013B","-116","?",52
240993,"BBB","2013J","F","East Midlands Region","A Level or Equivalent","30-40%","35-55",0,60,"Y","Pass","BBB","2013J","-196","?",1246
241039,"FFF","2013J","M","West Midlands Region","Lower Than A Level","40-50%","35-55",0,60,"N","Pass","FFF","2013J","-58","?",2805
241066,"DDD","2014J","F","North Region","HE Qualification","?","0-35",1,60,"N","Pass","DDD","2014J","-23","?",356
241166,"FFF","2013B","M","South Region","A Level or Equivalent","50-60%","0-35",0,60,"N","Fail","FFF","2013B","-28","?",1592
241338,"BBB","2013J","F","South West Region","Lower Than A Level","60-70%","35-55",0,120,"N","Fail","BBB","2013J","-39","?",85
241649,"AAA","2013J","M","East Anglian Region","HE Qualification","90-100%","35-55",0,60,"N","Pass","AAA","2013J","-50","?",1892
241700,"FFF","2013B","M","Scotland","A Level or Equivalent","30-40%","0-35",0,60,"N","Fail","FFF","2013B","-59","?",187
241728,"EEE","2014J","M","West Midlands Region","A Level or Equivalent","20-30%","0-35",0,30,"N","Distinction","EEE","2014J","-46","?",8641
241729,"AAA","2013J","F","East Midlands Region","HE Qualification","60-70%","35-55",0,60,"N","Fail","AAA","2013J","-31","?",1829
241771,"DDD","2013B","F","South East Region","HE Qualification","40-50%","0-35",0,60,"N","Fail","DDD","2013B","-16","?",681
241922,"DDD","2013B","F","North Western Region","HE Qualification","20-30%","0-35",0,60,"N","Pass","DDD","2013B","-55","?",1477
241955,"CCC","2014B","M","South West Region","HE Qualification","30-40%","0-35",0,60,"N","Fail","CCC","2014B","-114","?",313
242149,"BBB","2013J","F","North Western Region","Lower Than A Level","0-10%","0-35",1,120,"N","Fail","BBB","2013B","-89","123",372
242149,"BBB","2013J","F","North Western Region","Lower Than A Level","0-10%","0-35",1,120,"N","Fail","BBB","2013J","9","?",372
242254,"FFF","2014B","F","London Region","A Level or Equivalent","20-Oct","0-35",1,180,"N","Fail","FFF","2014B","-17","?",1157
242390,"BBB","2014B","F","London Region","Lower Than A Level","20-Oct","0-35",1,60,"N","Fail","BBB","2014B","-51","?",137
242472,"DDD","2013J","M","South Region","Lower Than A Level","30-40%","35-55",0,60,"N","Fail","DDD","2013J","-95","?",1134
242491,"FFF","2013J","M","East Midlands Region","A Level or Equivalent","0-10%","0-35",1,120,"Y","Distinction","FFF","2013J","-90","?",3232
242633,"DDD","2014B","F","Yorkshire Region","Lower Than A Level","40-50%","0-35",0,60,"N","Pass","DDD","2014B","-4","?",470
242636,"CCC","2014J","M","West Midlands Region","A Level or Equivalent","40-50%","0-35",0,120,"N","Fail","FFF","2014J","-109","?",131
242636,"CCC","2014J","M","West Midlands Region","A Level or Equivalent","40-50%","0-35",0,120,"N","Fail","CCC","2014J","-109","?",131
242636,"FFF","2014J","M","West Midlands Region","A Level or Equivalent","40-50%","0-35",0,120,"N","Fail","FFF","2014J","-109","?",131
242636,"FFF","2014J","M","West Midlands Region","A Level or Equivalent","40-50%","0-35",0,120,"N","Fail","CCC","2014J","-109","?",131
242778,"EEE","2013J","M","Scotland","HE Qualification","90-100%","35-55",0,150,"N","Pass","CCC","2014B","-135","25",2047
242778,"EEE","2013J","M","Scotland","HE Qualification","90-100%","35-55",0,150,"N","Pass","CCC","2014J","-28","?",2047
242778,"EEE","2013J","M","Scotland","HE Qualification","90-100%","35-55",0,150,"N","Pass","EEE","2013J","-66","?",2047
242778,"CCC","2014J","M","Scotland","HE Qualification","90-100%","35-55",1,30,"N","Fail","CCC","2014B","-135","25",2047
242778,"CCC","2014J","M","Scotland","HE Qualification","90-100%","35-55",1,30,"N","Fail","CCC","2014J","-28","?",2047
242778,"CCC","2014J","M","Scotland","HE Qualification","90-100%","35-55",1,30,"N","Fail","EEE","2013J","-66","?",2047
242793,"AAA","2013J","M","London Region","HE Qualification","20-30%","35-55",0,60,"N","Pass","AAA","2013J","-36","?",658
242858,"EEE","2013J","M","East Midlands Region","A Level or Equivalent","20-30%","0-35",0,60,"N","Pass","EEE","2013J","-65","?",4888
242858,"CCC","2014B","M","East Midlands Region","A Level or Equivalent","20-30%","0-35",0,60,"N","Pass","CCC","2014B","-29","?",4888
242858,"EEE","2013J","M","East Midlands Region","A Level or Equivalent","20-30%","0-35",0,60,"N","Pass","CCC","2014B","-29","?",4888
242858,"CCC","2014B","M","East Midlands Region","A Level or Equivalent","20-30%","0-35",0,60,"N","Pass","EEE","2013J","-65","?",4888
242998,"FFF","2014B","M","South East Region","A Level or Equivalent","60-70%","35-55",0,60,"N","Pass","FFF","2014B","-46","?",2572
243025,"DDD","2014J","F","Scotland","A Level or Equivalent","60-70%","0-35",0,60,"Y","Pass","DDD","2014J","-29","?",1147
243358,"CCC","2014J","F","Scotland","A Level or Equivalent","40-50%","0-35",0,90,"N","Pass","CCC","2014J","-57","?",721
243372,"DDD","2013J","M","South West Region","A Level or Equivalent","70-80%","35-55",0,75,"N","Pass","DDD","2013J","-130","?",2069
243396,"FFF","2013J","M","North Western Region","Lower Than A Level","80-90%","0-35",0,120,"N","Fail","FFF","2013J","-33","?",648
243510,"AAA","2014J","F","South West Region","Lower Than A Level","60-70%","0-35",0,60,"N","Fail","AAA","2014J","-16","?",549
243600,"FFF","2013B","M","London Region","Lower Than A Level","30-40%","0-35",0,60,"N","Fail","FFF","2013B","-22","?",604
243657,"FFF","2013B","M","Wales","Lower Than A Level","60-70%","35-55",1,120,"N","Distinction","FFF","2013B","-136","?",5790
243851,"BBB","2013J","F","East Midlands Region","A Level or Equivalent","0-10%","0-35",0,60,"Y","Pass","BBB","2013J","-120","?",1060
243909,"BBB","2013J","F","South West Region","Lower Than A Level","80-90%","0-35",0,60,"N","Fail","BBB","2013J","-32","?",42
243926,"EEE","2014J","M","East Midlands Region","A Level or Equivalent","40-50%","0-35",0,90,"N","Fail","EEE","2014J","-53","?",750
243992,"BBB","2013J","F","South Region","HE Qualification","80-90%","35-55",0,60,"N","Pass","BBB","2013J","-38","?",236
244064,"BBB","2014B","F","North Western Region","A Level or Equivalent","30-40%","0-35",0,60,"N","Distinction","BBB","2014B","-87","?",658
244114,"FFF","2013B","M","West Midlands Region","Lower Than A Level","60-70%","0-35",0,60,"N","Pass","FFF","2013B","-52","?",2447
244166,"EEE","2014B","M","West Midlands Region","A Level or Equivalent","20-30%","0-35",0,30,"N","Fail","EEE","2014B","-51","?",837
244205,"FFF","2013J","M","North Western Region","A Level or Equivalent","60-70%","35-55",0,60,"N","Pass","FFF","2013J","-82","?",4616
244246,"AAA","2014J","F","South East Region","A Level or Equivalent","60-70%","0-35",0,60,"N","Pass","AAA","2014J","-137","?",1365
244738,"DDD","2013J","M","London Region","A Level or Equivalent","40-50%","0-35",0,60,"N","Pass","CCC","2014J","-135","?",3574
244738,"DDD","2013J","M","London Region","A Level or Equivalent","40-50%","0-35",0,60,"N","Pass","DDD","2013J","-93","?",3574
244738,"CCC","2014J","M","London Region","A Level or Equivalent","40-50%","0-35",0,60,"N","Distinction","CCC","2014J","-135","?",3574
244738,"CCC","2014J","M","London Region","A Level or Equivalent","40-50%","0-35",0,60,"N","Distinction","DDD","2013J","-93","?",3574
244875,"DDD","2013B","M","East Anglian Region","A Level or Equivalent","30-40%","0-35",0,60,"N","Pass","DDD","2013B","-23","?",1359
244918,"FFF","2013B","M","London Region","HE Qualification","20-Oct","35-55",0,120,"N","Pass","FFF","2013B","-107","?",1338
244961,"FFF","2014B","F","East Midlands Region","A Level or Equivalent","50-60%","0-35",0,60,"N","Pass","FFF","2014B","-75","?",2669
244977,"EEE","2014B","M","East Anglian Region","A Level or Equivalent","50-60%","0-35",0,60,"N","Distinction","CCC","2014B","-72","?",5498
244977,"EEE","2014B","M","East Anglian Region","A Level or Equivalent","50-60%","0-35",0,60,"N","Distinction","EEE","2014B","-72","?",5498
244977,"CCC","2014B","M","East Anglian Region","A Level or Equivalent","50-60%","0-35",0,60,"N","Pass","CCC","2014B","-72","?",5498
244977,"CCC","2014B","M","East Anglian Region","A Level or Equivalent","50-60%","0-35",0,60,"N","Pass","EEE","2014B","-72","?",5498
245217,"CCC","2014J","M","East Midlands Region","A Level or Equivalent","50-60%","0-35",1,250,"N","Fail","CCC","2014B","-186","160",947
245217,"CCC","2014J","M","East Midlands Region","A Level or Equivalent","50-60%","0-35",1,250,"N","Fail","CCC","2014J","-18","?",947
245283,"FFF","2013J","M","London Region","A Level or Equivalent","0-10%","35-55",0,120,"N","Pass","FFF","2013J","-66","?",2843
245316,"EEE","2013J","M","North Western Region","Lower Than A Level","20-30%","0-35",0,30,"N","Fail","EEE","2013J","-36","?",981
245404,"BBB","2013B","F","North Western Region","Lower Than A Level","20-Oct","35-55",1,60,"N","Fail","BBB","2013B","-44","?",488
245494,"EEE","2013J","M","Scotland","HE Qualification","60-70%","35-55",0,90,"N","Pass","CCC","2014B","-137","118",5938
245494,"EEE","2013J","M","Scotland","HE Qualification","60-70%","35-55",0,90,"N","Pass","EEE","2013J","-103","?",5938
245600,"CCC","2014J","M","North Region","A Level or Equivalent","?","0-35",0,120,"N","Pass","CCC","2014J","19","?",680
245605,"EEE","2013J","M","South Region","A Level or Equivalent","90-100%","0-35",0,60,"N","Distinction","EEE","2013J","-186","?",1525
245653,"DDD","2013J","F","Scotland","HE Qualification","70-80%","0-35",0,60,"N","Fail","DDD","2013J","-45","?",177
245784,"BBB","2014J","F","East Anglian Region","HE Qualification","30-40%","35-55",1,60,"N","Fail","BBB","2014J","-37","?",1199
245802,"GGG","2014B","F","South East Region","A Level or Equivalent","20-Oct","35-55",0,30,"Y","Pass","GGG","2014B","-54","?",859
245946,"DDD","2013J","M","Wales","HE Qualification","40-50%","0-35",0,90,"N","Pass","DDD","2013J","-22","?",382
245987,"BBB","2013J","F","South Region","A Level or Equivalent","80-90%","35-55",1,60,"Y","Pass","BBB","2013J","-38","?",140
246060,"EEE","2013J","M","West Midlands Region","Lower Than A Level","60-70%","0-35",0,120,"N","Distinction","EEE","2013J","-39","?",1486
246112,"FFF","2013B","M","North Region","A Level or Equivalent","0-10%","0-35",2,120,"N","Fail","FFF","2013B","-59","?",190
246248,"CCC","2014B","F","South West Region","HE Qualification","40-50%","0-35",0,60,"N","Fail","CCC","2014B","-24","?",4
246652,"DDD","2013B","M","Wales","HE Qualification","20-Oct","35-55",0,120,"N","Pass","DDD","2013B","-208","?",3796
246834,"AAA","2013J","M","South West Region","A Level or Equivalent","90-100%","35-55",0,60,"N","Pass","AAA","2013J","-16","?",1174
247267,"BBB","2013B","M","South East Region","Lower Than A Level","70-80%","0-35",0,60,"N","Fail","BBB","2013B","-79","?",559
247292,"BBB","2014B","F","Wales","Lower Than A Level","40-50%","35-55",0,60,"N","Pass","BBB","2014B","-54","?",2338
247304,"CCC","2014J","F","East Anglian Region","HE Qualification","60-70%","0-35",0,60,"N","Fail","CCC","2014J","-89","?",177
247457,"BBB","2014J","F","South East Region","A Level or Equivalent","80-90%","0-35",0,60,"N","Distinction","BBB","2014J","-12","?",1010
247513,"BBB","2014B","F","East Midlands Region","HE Qualification","40-50%","35-55",0,60,"N","Pass","BBB","2014B","-54","?",648
247666,"FFF","2013B","M","North Western Region","A Level or Equivalent","20-30%","0-35",1,60,"N","Pass","FFF","2013B","-46","?",4912
247819,"CCC","2014B","M","South East Region","Lower Than A Level","30-40%","0-35",0,60,"N","Pass","CCC","2014B","-22","?",3868
247819,"EEE","2014B","M","South East Region","Lower Than A Level","30-40%","0-35",0,60,"N","Pass","EEE","2014B","-22","?",3868
247819,"CCC","2014B","M","South East Region","Lower Than A Level","30-40%","0-35",0,60,"N","Pass","EEE","2014B","-22","?",3868
247819,"EEE","2014B","M","South East Region","Lower Than A Level","30-40%","0-35",0,60,"N","Pass","CCC","2014B","-22","?",3868
247856,"FFF","2013B","M","South Region","Lower Than A Level","80-90%","0-35",0,60,"N","Pass","FFF","2013B","-111","?",6180
247902,"BBB","2013J","F","West Midlands Region","Lower Than A Level","20-30%","0-35",2,120,"N","Pass","BBB","2013J","-143","?",535
247940,"FFF","2014B","M","North Western Region","Lower Than A Level","30-40%","0-35",5,180,"N","Fail","FFF","2014B","-103","?",250
247940,"FFF","2014B","M","North Western Region","Lower Than A Level","30-40%","0-35",5,180,"N","Fail","FFF","2013B","-30","9",250
248103,"BBB","2013B","F","Yorkshire Region","A Level or Equivalent","50-60%","0-35",0,60,"N","Pass","BBB","2013B","-101","?",744
248270,"AAA","2013J","M","North Western Region","Lower Than A Level","20-30%","0-35",0,90,"N","Pass","AAA","2013J","-198","?",1969
248511,"DDD","2013B","F","South West Region","A Level or Equivalent","60-70%","35-55",4,120,"N","Pass","DDD","2013B","-140","?",842
248581,"AAA","2014J","F","West Midlands Region","A Level or Equivalent","40-50%","0-35",0,60,"N","Distinction","AAA","2014J","-61","?",2883
248653,"BBB","2013J","M","London Region","A Level or Equivalent","40-50%","0-35",0,120,"N","Distinction","BBB","2013J","-18","?",1079
248695,"DDD","2013J","F","North Western Region","A Level or Equivalent","20-30%","0-35",0,60,"N","Fail","DDD","2013J","-97","?",968
248716,"BBB","2013J","F","North Region","HE Qualification","80-90%","35-55",0,60,"N","Pass","BBB","2013J","-45","?",672
248818,"EEE","2014B","M","South West Region","Lower Than A Level","60-70%","0-35",0,30,"N","Pass","CCC","2014J","-115","27",1145
248818,"EEE","2014B","M","South West Region","Lower Than A Level","60-70%","0-35",0,30,"N","Pass","EEE","2014B","-57","?",1145
248882,"FFF","2013J","M","London Region","HE Qualification","20-30%","35-55",0,60,"N","Pass","FFF","2013J","-33","?",6379
248961,"DDD","2013J","M","South Region","A Level or Equivalent","80-90%","0-35",0,120,"N","Pass","DDD","2013J","-114","?",815
248994,"DDD","2013B","F","Wales","Lower Than A Level","0-10%","0-35",0,60,"N","Pass","DDD","2013B","-79","?",2728
249154,"BBB","2014J","F","Yorkshire Region","A Level or Equivalent","0-10%","0-35",0,60,"N","Fail","BBB","2014J","-53","?",90
249357,"FFF","2014J","M","North Region","Post Graduate Qualification","?","35-55",0,60,"N","Pass","FFF","2014J","11","?",3147
249359,"DDD","2014J","M","Scotland","Lower Than A Level","50-60%","0-35",0,90,"N","Pass","DDD","2014J","-30","?",300
249362,"FFF","2013B","M","Ireland","HE Qualification","30-40%","35-55",0,60,"N","Distinction","FFF","2013B","-64","?",7165
249423,"DDD","2013B","F","West Midlands Region","A Level or Equivalent","80-90%","35-55",0,60,"N","Pass","DDD","2013B","-43","?",1312
249534,"BBB","2013B","F","East Midlands Region","A Level or Equivalent","20-30%","35-55",0,60,"N","Pass","BBB","2013B","-162","?",649
249570,"FFF","2013B","F","East Midlands Region","Lower Than A Level","20-Oct","0-35",1,150,"N","Fail","FFF","2013B","-23","?",34
249750,"FFF","2013J","F","Scotland","HE Qualification","20-Oct","0-35",0,90,"N","Pass","FFF","2013J","-85","?",1824
249965,"GGG","2013J","F","North Western Region","Lower Than A Level","20-30%","0-35",0,30,"Y","Distinction","GGG","2013J","-32","?",777
249996,"DDD","2013B","F","South East Region","Lower Than A Level","30-40%","0-35",2,150,"N","Fail","DDD","2013B","-23","?",1420
250047,"EEE","2013J","M","Scotland","HE Qualification","30-40%","35-55",0,90,"N","Pass","EEE","2013J","-33","?",4844
250092,"EEE","2014B","M","North Western Region","A Level or Equivalent","40-50%","0-35",0,60,"N","Fail","EEE","2014B","-29","?",134
250092,"EEE","2014B","M","North Western Region","A Level or Equivalent","40-50%","0-35",0,60,"N","Fail","CCC","2014B","-29","?",134
250092,"CCC","2014B","M","North Western Region","A Level or Equivalent","40-50%","0-35",0,60,"N","Fail","EEE","2014B","-29","?",134
250092,"CCC","2014B","M","North Western Region","A Level or Equivalent","40-50%","0-35",0,60,"N","Fail","CCC","2014B","-29","?",134
250123,"BBB","2014B","F","South Region","Lower Than A Level","0-10%","0-35",0,120,"Y","Distinction","BBB","2014B","-58","?",170
250159,"EEE","2014J","F","South East Region","HE Qualification","60-70%","0-35",0,150,"N","Pass","EEE","2014J","-53","?",1167
250163,"DDD","2013J","F","East Anglian Region","A Level or Equivalent","40-50%","35-55",0,60,"N","Pass","DDD","2013J","-40","?",3076
251166,"FFF","2014J","M","South West Region","A Level or Equivalent","50-60%","0-35",0,60,"N","Fail","FFF","2014J","-95","?",4759
251351,"BBB","2013B","F","Scotland","Lower Than A Level","20-Oct","0-35",0,60,"N","Pass","BBB","2013B","-93","?",610
251375,"FFF","2014B","M","Ireland","A Level or Equivalent","20-30%","0-35",1,120,"N","Pass","FFF","2014B","-29","?",3901
251385,"CCC","2014B","F","East Anglian Region","A Level or Equivalent","80-90%","0-35",0,60,"N","Distinction","CCC","2014B","-93","?",3722
251405,"FFF","2013J","M","South West Region","A Level or Equivalent","50-60%","0-35",1,60,"N","Pass","FFF","2013J","-47","?",2530
251815,"BBB","2013J","F","Wales","Lower Than A Level","20-Oct","35-55",1,90,"Y","Fail","BBB","2013J","-26","?",84
251965,"FFF","2013J","M","London Region","A Level or Equivalent","30-40%","0-35",0,120,"N","Fail","FFF","2013J","-127","?",259
251999,"DDD","2013B","F","North Region","A Level or Equivalent","40-50%","0-35",1,280,"N","Pass","DDD","2013B","-30","?",2482
252041,"FFF","2013B","M","South Region","Lower Than A Level","20-Oct","35-55",0,150,"N","Fail","FFF","2013B","-47","?",3214
252073,"AAA","2014J","F","Yorkshire Region","A Level or Equivalent","30-40%","35-55",0,120,"N","Pass","AAA","2014J","-5","?",865
252095,"FFF","2013B","F","South Region","Lower Than A Level","80-90%","35-55",0,90,"N","Pass","FFF","2013B","-22","?",4757
252149,"DDD","2013B","F","South Region","A Level or Equivalent","20-30%","0-35",1,60,"N","Distinction","DDD","2013B","-29","?",704
252257,"BBB","2013J","F","East Midlands Region","A Level or Equivalent","20-Oct","35-55",0,60,"N","Pass","BBB","2013J","-19","?",405
252340,"BBB","2013B","F","Scotland","A Level or Equivalent","80-90%","0-35",2,120,"Y","Fail","BBB","2013B","-17","?",200
252489,"DDD","2013B","F","South Region","A Level or Equivalent","80-90%","0-35",0,60,"Y","Pass","DDD","2013B","-36","?",1054
252652,"BBB","2014B","F","London Region","A Level or Equivalent","50-60%","35-55",2,120,"N","Pass","BBB","2014B","10","?",526
252652,"BBB","2014B","F","London Region","A Level or Equivalent","50-60%","35-55",2,120,"N","Pass","BBB","2013B","-86","-25",526
252652,"BBB","2014B","F","London Region","A Level or Equivalent","50-60%","35-55",2,120,"N","Pass","BBB","2013J","-61","119",526
252863,"BBB","2014J","M","East Midlands Region","Lower Than A Level","40-50%","35-55",0,60,"N","Pass","BBB","2014J","-18","?",293
253013,"CCC","2014J","F","East Midlands Region","A Level or Equivalent","50-60%","0-35",0,60,"N","Pass","CCC","2014J","-29","?",2107
253208,"GGG","2013J","F","North Region","A Level or Equivalent","60-70%","0-35",0,30,"N","Distinction","GGG","2013J","-39","?",588
253496,"EEE","2014J","M","Wales","Lower Than A Level","0-10%","0-35",0,60,"N","Pass","CCC","2014J","-4","207",2377
253496,"EEE","2014J","M","Wales","Lower Than A Level","0-10%","0-35",0,60,"N","Pass","EEE","2014J","-4","?",2377
253516,"FFF","2013J","M","Yorkshire Region","Lower Than A Level","20-Oct","0-35",0,60,"Y","Fail","FFF","2013J","-15","?",NA
253567,"GGG","2013J","M","West Midlands Region","Lower Than A Level","20-30%","35-55",0,30,"N","Fail","GGG","2013J","-39","?",280
253577,"BBB","2013J","F","Scotland","HE Qualification","20-30%","0-35",0,60,"N","Pass","BBB","2013J","-65","?",2702
253579,"DDD","2014J","M","North Region","A Level or Equivalent","20-Oct","0-35",1,120,"N","Fail","DDD","2014J","-116","?",643
253579,"DDD","2014J","M","North Region","A Level or Equivalent","20-Oct","0-35",1,120,"N","Fail","DDD","2013J","-137","164",643
253633,"FFF","2014J","M","South West Region","Lower Than A Level","30-40%","0-35",0,60,"N","Pass","FFF","2014J","-37","?",3203
253763,"FFF","2014J","M","Wales","A Level or Equivalent","20-30%","35-55",0,90,"N","Distinction","FFF","2014J","-23","?",6473
253767,"FFF","2013J","M","South East Region","A Level or Equivalent","90-100%","0-35",0,270,"N","Pass","FFF","2013J","-36","?",2110
253859,"CCC","2014B","M","Scotland","A Level or Equivalent","90-100%","0-35",0,30,"N","Distinction","CCC","2014B","-45","?",1588
254044,"FFF","2013B","M","South East Region","A Level or Equivalent","50-60%","0-35",1,240,"N","Pass","FFF","2013B","-122","?",2714
254162,"FFF","2013B","M","East Anglian Region","Lower Than A Level","90-100%","0-35",0,60,"N","Fail","FFF","2013B","-82","?",468
254325,"FFF","2013B","M","East Anglian Region","HE Qualification","80-90%","35-55",0,60,"N","Fail","FFF","2013B","-96","?",5037
254417,"GGG","2014B","M","London Region","Lower Than A Level","90-100%","35-55",0,30,"N","Fail","GGG","2014B","-25","?",235
